,name,team,year,PER,WS,WS40,BPM
35598,Michael Gbinije,syracuse,2016,20.9,5.7,.162,8.4
35599,Tyler Lydon,syracuse,2016,20.2,4.7,.168,7.8
35600,Tyler Roberson,syracuse,2016,18.2,3.9,.137,4.2
35601,Trevor Cooney,syracuse,2016,13.8,3.5,.105,4.2
35602,Malachi Richardson,syracuse,2016,13.8,3.3,.104,3.5
35603,DaJuan Coleman,syracuse,2016,17.3,2.2,.137,2.6
35604,Frank Howard,syracuse,2016,7.8,0.3,.036,-0.8
35605,Chinonso Obokoh,syracuse,2016,11.0,0.2,.112,-0.2
35606,Doyin Akintobi-Adeyeye,syracuse,2016,-6.8,0.0,-.121,-13.1
35607,Shaun Belbey,syracuse,2016,-28.0,0.0,-.430,-30.4
35608,Evan Dourdas,syracuse,2016,-5.8,0.0,.020,-11.6
35609,Ky Feldman,syracuse,2016,94.7,0.0,.676,62.9
35610,Kaleb Joseph,syracuse,2016,5.4,0.0,.010,-0.6
35611,Jonathan Radner,syracuse,2016,0.0,0.0,.012,-1.0
35612,Mike Sutton,syracuse,2016,-11.7,0.0,-.161,-12.3
35613,Adrian Autry,syracuse,2016,-40.4,-0.1,-.729,-49.7
35614,Andrew White,syracuse,2017,20.3,4.9,.154,6.6
35615,Tyler Lydon,syracuse,2017,20.3,4.8,.157,7.0
35616,John Gillon,syracuse,2017,18.2,3.5,.138,5.2
35617,Tyus Battle,syracuse,2017,15.2,2.9,.112,3.9
35618,Taurean Thompson,syracuse,2017,22.3,2.1,.135,3.0
35619,Tyler Roberson,syracuse,2017,15.2,1.7,.099,2.4
35620,Frank Howard,syracuse,2017,14.5,1.1,.081,2.9
35621,DaJuan Coleman,syracuse,2017,16.1,0.6,.092,-1.2
35622,Paschal Chukwu,syracuse,2017,10.2,0.1,.022,-0.8
35623,Doyin Akintobi-Adeyeye,syracuse,2017,16.1,0.0,-.015,-14.1
35624,Adrian Autry,syracuse,2017,16.9,0.0,.089,-0.2
35625,Evan Dourdas,syracuse,2017,-21.0,0.0,-.349,-26.8
35626,Ray Featherston,syracuse,2017,40.5,0.0,.144,19.7
35627,Ky Feldman,syracuse,2017,16.1,0.0,.111,-0.3
35628,Jonathan Radner,syracuse,2017,-14.0,0.0,-.318,-19.3
35629,Mike Sutton,syracuse,2017,0.1,0.0,-.087,-7.6
35630,Shaun Belbey,syracuse,2017,-7.0,-0.1,-.168,-15.2
35631,Tyus Battle,syracuse,2018,17.5,4.8,.133,5.1
35632,Oshae Brissett,syracuse,2018,17.1,4.8,.137,4.5
35633,Paschal Chukwu,syracuse,2018,18.1,3.8,.151,6.1
35634,Frank Howard,syracuse,2018,13.9,3.1,.088,3.3
35635,Marek Dolezaj,syracuse,2018,13.7,3.0,.115,4.6
35636,Matthew Moyer,syracuse,2018,11.4,1.4,.096,2.1
35637,Bourama Sidibe,syracuse,2018,12.3,0.9,.095,0.2
35638,Howard Washington,syracuse,2018,9.3,0.2,.067,2.1
35639,Shaun Belbey,syracuse,2018,109.5,0.1,1.040,79.7
35640,Geno Thorpe,syracuse,2018,12.3,0.1,.058,-1.2
35641,Adrian Autry,syracuse,2018,-24.2,0.0,-.327,-22.9
35642,Braedon Bayer,syracuse,2018,9.3,0.0,.104,6.5
35643,Ray Featherston,syracuse,2018,21.4,0.0,.187,11.6
35644,Patrick Herlihy,syracuse,2018,15.4,0.0,.133,-2.2
35645,Tyus Battle,syracuse,2019,18.1,4.1,.140,4.7
35646,Elijah Hughes,syracuse,2019,17.2,3.7,.133,6.7
35647,Oshae Brissett,syracuse,2019,16.1,3.1,.110,3.7
35648,Paschal Chukwu,syracuse,2019,19.0,2.7,.164,5.1
35649,Marek Dolezaj,syracuse,2019,13.8,2.3,.125,5.4
35650,Buddy Boeheim,syracuse,2019,15.0,1.6,.118,4.9
35651,Frank Howard,syracuse,2019,12.4,1.6,.084,2.9
35652,Bourama Sidibe,syracuse,2019,12.2,0.9,.117,1.3
35653,Robert Braswell,syracuse,2019,28.1,0.3,.213,12.1
35654,Jalen Carey,syracuse,2019,8.4,0.1,.008,-0.7
35655,Antonio Balandi,syracuse,2019,-3.0,0.0,-.109,-5.3
35656,Ray Featherston,syracuse,2019,-1.3,0.0,-.071,-6.2
35657,Ky Feldman,syracuse,2019,15.5,0.0,.157,5.4
35658,Brendan Paul,syracuse,2019,0.0,0.0,.013,-2.8
35659,Howard Washington,syracuse,2019,6.2,0.0,.069,-0.1
35660,Adrian Autry,syracuse,2019,-21.9,-0.1,-.397,-21.8
35661,Elijah Hughes,syracuse,2020,22.1,4.8,.164,7.3
35662,Marek Dolezaj,syracuse,2020,18.0,3.7,.141,4.5
35663,Bourama Sidibe,syracuse,2020,20.0,3.3,.171,4.4
35664,Buddy Boeheim,syracuse,2020,15.4,2.9,.100,3.3
35665,Joseph Girard,syracuse,2020,15.3,2.8,.105,3.5
35666,Quincy Guerrier,syracuse,2020,16.2,1.9,.114,0.8
35667,Jesse Edwards,syracuse,2020,21.9,0.6,.177,4.8
35668,Howard Washington,syracuse,2020,10.1,0.2,.046,0.4
35669,Robert Braswell,syracuse,2020,12.8,0.1,.101,2.4
35670,Nick Giancola,syracuse,2020,0.0,0.0,-.005,-2.5
35671,Brycen Goodine,syracuse,2020,6.8,0.0,.008,-2.3
35672,Chris Lavalle,syracuse,2020,10.5,0.0,.015,2.4
35673,Brendan Paul,syracuse,2020,-0.2,0.0,-.070,-10.0
35674,Shaun Belbey,syracuse,2020,-11.7,-0.1,-.189,-15.1
35675,Jalen Carey,syracuse,2020,-7.8,-0.1,-.211,-10.0
35676,Quincy Guerrier,syracuse,2021,20.9,3.8,.163,3.9
35677,Marek Dolezaj,syracuse,2021,16.9,3.4,.140,4.6
35678,Buddy Boeheim,syracuse,2021,18.7,3.0,.132,5.1
35679,Alan Griffin,syracuse,2021,21.3,2.9,.143,7.2
35680,Kadary Richmond,syracuse,2021,18.4,1.9,.126,6.2
35681,Joseph Girard,syracuse,2021,13.6,1.5,.077,2.2
35682,Robert Braswell,syracuse,2021,12.4,0.7,.097,2.2
35683,Jesse Edwards,syracuse,2021,13.4,0.5,.120,0.5
35684,Woody Newton,syracuse,2021,18.7,0.3,.143,3.6
35685,Frank Anselem,syracuse,2021,11.4,0.1,.086,-2.0
35686,John Bol Ajak,syracuse,2021,2.8,0.0,.015,-1.5
35687,Shane Feldman,syracuse,2021,0.0,0.0,-.005,-3.9
35688,Nick Giancola,syracuse,2021,16.3,0.0,.216,5.7
35689,Chris Lavalle,syracuse,2021,0.0,0.0,-.005,-3.9
35690,Chaz Owens,syracuse,2021,0.0,0.0,-.005,-0.7
35691,Bourama Sidibe,syracuse,2021,3.9,0.0,.029,-8.1
35692,Buddy Boeheim,syracuse,2022,19.0,3.5,.115,4.2
35693,Cole Swider,syracuse,2022,17.6,3.4,.120,4.6
35694,Jesse Edwards,syracuse,2022,27.5,3.3,.194,7.4
35695,Jimmy Boeheim,syracuse,2022,17.0,2.9,.100,2.8
35696,Joseph Girard,syracuse,2022,16.5,2.6,.091,3.2
35697,Frank Anselem,syracuse,2022,14.1,1.2,.106,0.9
35698,Symir Torrence,syracuse,2022,13.7,0.7,.068,0.6
35699,Bourama Sidibe,syracuse,2022,19.5,0.6,.151,4.4
35700,Paddy Casey,syracuse,2022,23.5,0.1,.137,1.7
35701,John Bol Ajak,syracuse,2022,3.6,0.0,.000,-4.0
35702,Arthur Cordes,syracuse,2022,3.8,0.0,-.082,-8.2
35703,Shane Feldman,syracuse,2022,8.2,0.0,.079,-0.8
35704,Nick Giancola,syracuse,2022,-2.2,0.0,-.092,-7.8
35705,Chris Lavalle,syracuse,2022,49.7,0.0,.294,11.4
35706,Chaz Owens,syracuse,2022,21.7,0.0,.165,4.6
35707,Niko Ruffin,syracuse,2022,-14.7,0.0,-.273,-24.9
35708,Benny Williams,syracuse,2022,5.6,-0.1,-.012,-4.0
35709,Montre' Gipson,tarleton-state,2021,24.1,3.7,.237,3.0
35710,Tahj Small,tarleton-state,2021,22.8,2.1,.225,-1.5
35711,Shakur Daniel,tarleton-state,2021,10.9,2.0,.122,-3.9
35712,Shamir Bogues,tarleton-state,2021,14.4,1.7,.137,-0.3
35713,Konstantin Dotsenko,tarleton-state,2021,17.6,1.6,.164,-1.4
35714,Freddy Hicks,tarleton-state,2021,13.8,1.6,.135,-5.3
35715,Jonathan Jackson,tarleton-state,2021,13.8,1.1,.109,-5.5
35716,Heri Ngalamulume,tarleton-state,2021,24.2,0.9,.235,-9.4
35717,Caleb Starks,tarleton-state,2021,25.5,0.5,.267,1.1
35718,Cadarius Baggett,tarleton-state,2021,27.7,0.4,.265,-13.8
35719,Caleb Golden,tarleton-state,2021,21.1,0.4,.188,-1.0
35720,Javontae Hopkins,tarleton-state,2021,11.1,0.4,.111,-8.3
35721,Joey Madimba,tarleton-state,2021,22.9,0.3,.170,20.5
35722,Sam Sparks,tarleton-state,2021,27.1,0.1,.231,-26.6
35723,Tanner Ford,tarleton-state,2021,22.0,0.0,.162,
35724,Roman Garcia,tarleton-state,2021,-1.0,0.0,-.037,-10.2
35725,Montre' Gipson,tarleton-state,2022,18.8,3.8,.138,2.4
35726,Freddy Hicks,tarleton-state,2022,18.3,3.6,.150,0.8
35727,Shamir Bogues,tarleton-state,2022,13.7,2.3,.102,1.3
35728,Tahj Small,tarleton-state,2022,14.6,2.3,.095,-1.6
35729,Noah McDavid,tarleton-state,2022,10.0,1.7,.090,-2.8
35730,Javontae Hopkins,tarleton-state,2022,11.1,1.1,.096,-2.8
35731,Shakur Daniel,tarleton-state,2022,6.0,0.5,.037,-4.1
35732,Jayshawn Moore,tarleton-state,2022,9.2,0.3,.053,-5.0
35733,Bryce Brown,tarleton-state,2022,16.3,0.1,.099,0.4
35734,Cameron Jernigan,tarleton-state,2022,22.0,0.1,.167,-7.2
35735,Jaheim Holden,tarleton-state,2022,12.1,0.0,.013,-14.6
35736,Jalen Jack,tarleton-state,2022,23.6,0.0,.099,2.4
35737,Jonathan Jackson,tarleton-state,2022,6.6,0.0,.032,-3.8
35738,Garrett Levesque,tarleton-state,2022,1.1,0.0,-.015,-8.2
35739,Kylon Owens,tarleton-state,2022,2.1,0.0,-.007,-9.3
35740,Alejandro Vasquez,tarleton-state,2022,,0.0,,0.0
35741,Luke Winslow,tarleton-state,2022,0.4,0.0,-.011,-5.0
35742,Stefan Bryant,tarleton-state,2022,-28.6,-0.1,-.629,-1.3
35743,Kyan Anderson,tcu,2014,21.2,3.3,.125,4.7
35744,Karviar Shepherd,tcu,2014,13.9,1.6,.067,-0.4
35745,Amric Fields,tcu,2014,16.0,0.9,.062,2.4
35746,Jarvis Ray,tcu,2014,13.3,0.9,.042,-0.6
35747,Christian Gore,tcu,2014,9.9,0.7,.048,-1.4
35748,Brandon Parrish,tcu,2014,8.1,0.3,.012,-3.0
35749,Charles Hill,tcu,2014,10.9,0.2,.026,-1.6
35750,Thomas Montigel,tcu,2014,6.0,0.2,.034,-4.3
35751,Hudson Price,tcu,2014,4.8,0.0,.000,-3.0
35752,Clyde Smith,tcu,2014,6.7,0.0,.002,-6.0
35753,Kemal Dincer,tcu,2014,-6.3,-0.1,-.207,-17.4
35754,Michael Williams,tcu,2014,6.1,-0.1,-.012,-4.5
35755,Kyan Anderson,tcu,2015,17.7,4.0,.151,5.2
35756,Kenrich Williams,tcu,2015,19.4,3.8,.167,7.1
35757,Chris Washburn,tcu,2015,19.5,3.2,.161,7.4
35758,Trey Zeigler,tcu,2015,15.8,2.6,.117,3.3
35759,Karviar Shepherd,tcu,2015,12.3,2.0,.101,0.1
35760,Amric Fields,tcu,2015,17.4,1.8,.136,5.4
35761,Brandon Parrish,tcu,2015,10.7,1.3,.086,1.3
35762,Devonta Abron,tcu,2015,18.8,0.9,.175,0.7
35763,Chauncey Collins,tcu,2015,10.4,0.6,.097,-1.0
35764,Hudson Price,tcu,2015,10.1,0.6,.088,-0.9
35765,Michael Williams,tcu,2015,21.5,0.4,.210,4.7
35766,Link Kabadyundi,tcu,2015,20.3,0.2,.124,-0.4
35767,Christian Gore,tcu,2015,4.5,0.1,.036,-4.4
35768,Dalton Dry,tcu,2015,4.5,0.0,.025,-5.3
35769,Charles Hill,tcu,2015,8.3,0.0,.026,-8.3
35770,Chauncey Collins,tcu,2016,13.7,2.6,.103,3.3
35771,Vladimir Brodziansky,tcu,2016,19.4,2.3,.130,3.9
35772,Brandon Parrish,tcu,2016,9.4,1.5,.058,1.2
35773,Malique Trent,tcu,2016,13.4,1.3,.060,2.3
35774,JD Miller,tcu,2016,14.2,1.1,.069,1.5
35775,Devonta Abron,tcu,2016,17.7,1.0,.121,0.2
35776,Karviar Shepherd,tcu,2016,12.4,0.8,.054,-0.9
35777,Michael Williams,tcu,2016,6.0,0.7,.037,-1.5
35778,Chris Washburn,tcu,2016,9.3,0.3,.020,0.7
35779,Lyrik Shreiner,tcu,2016,7.5,0.1,.029,-3.5
35780,Dalton Dry,tcu,2016,-1.3,-0.1,-.045,-7.6
35781,Kenrich Williams,tcu,2017,22.6,5.6,.187,10.2
35782,Vladimir Brodziansky,tcu,2017,29.7,5.3,.226,10.4
35783,Alex Robinson,tcu,2017,15.4,3.3,.102,4.1
35784,Desmond Bane,tcu,2017,14.1,2.3,.115,3.0
35785,Brandon Parrish,tcu,2017,12.8,2.0,.112,3.9
35786,Jaylen Fisher,tcu,2017,11.6,1.8,.072,1.7
35787,JD Miller,tcu,2017,14.5,1.7,.095,3.3
35788,Karviar Shepherd,tcu,2017,15.9,1.4,.124,-0.4
35789,Chris Washburn,tcu,2017,14.5,0.7,.109,1.1
35790,Michael Williams,tcu,2017,9.1,0.4,.066,2.6
35791,Josh Parrish,tcu,2017,9.9,0.1,.078,1.9
35792,Austin Sottile,tcu,2017,21.2,0.1,.187,9.3
35793,Malique Trent,tcu,2017,8.6,0.1,.034,-1.5
35794,Dalton Dry,tcu,2017,5.9,0.0,.023,-2.1
35795,Vladimir Brodziansky,tcu,2018,26.4,4.6,.206,8.5
35796,Kenrich Williams,tcu,2018,20.6,4.6,.158,8.9
35797,Desmond Bane,tcu,2018,18.0,3.5,.140,6.1
35798,Kouat Noi,tcu,2018,18.9,2.6,.145,6.1
35799,Jaylen Fisher,tcu,2018,21.1,2.0,.171,6.2
35800,JD Miller,tcu,2018,16.8,1.8,.109,3.0
35801,Alex Robinson,tcu,2018,12.3,1.7,.068,1.5
35802,Ahmed Hamdy Mohamed,tcu,2018,15.6,1.1,.105,-1.6
35803,Shawn Olden,tcu,2018,6.5,0.5,.054,1.4
35804,Dalton Dry,tcu,2018,20.9,0.1,.205,0.1
35805,Clayton Crawford,tcu,2018,-5.1,0.0,-.038,-8.7
35806,Austin Sottile,tcu,2018,-22.3,0.0,-.317,-30.0
35807,RJ Nembhard,tcu,2018,-0.6,-0.1,-.130,-16.7
35808,Desmond Bane,tcu,2019,20.1,5.7,.173,7.9
35809,JD Miller,tcu,2019,17.4,4.1,.143,5.2
35810,Alex Robinson,tcu,2019,15.4,3.4,.107,3.4
35811,Kouat Noi,tcu,2019,18.3,3.3,.142,6.2
35812,Kevin Samuel,tcu,2019,19.7,3.3,.146,5.2
35813,Kendric Davis,tcu,2019,12.7,1.3,.083,1.6
35814,Jaylen Fisher,tcu,2019,22.1,1.1,.209,8.3
35815,RJ Nembhard,tcu,2019,7.1,0.6,.037,0.4
35816,Lat Mayen,tcu,2019,9.9,0.2,.075,1.8
35817,Kaden Archie,tcu,2019,6.4,0.1,.029,-3.5
35818,Yuat Alok,tcu,2019,1.8,0.0,-.001,-9.2
35819,Russell Barlow,tcu,2019,-4.4,0.0,-.028,-8.1
35820,Angus McWilliam,tcu,2019,4.8,0.0,-.075,-12.8
35821,Owen Aschieris,tcu,2019,-8.5,-0.1,-.173,-17.0
35822,Desmond Bane,tcu,2020,22.6,5.3,.183,9.8
35823,Kevin Samuel,tcu,2020,25.3,3.9,.173,7.5
35824,Jaire Grayer,tcu,2020,14.5,2.3,.118,2.8
35825,RJ Nembhard,tcu,2020,13.1,2.1,.088,1.6
35826,Francisco Farabello,tcu,2020,9.9,1.3,.082,2.3
35827,Jaedon Ledee,tcu,2020,15.3,1.3,.154,0.4
35828,Edric Dennis,tcu,2020,7.5,0.6,.035,-1.5
35829,PJ Fuller,tcu,2020,7.5,0.5,.030,-1.8
35830,Owen Aschieris,tcu,2020,9.2,0.1,.122,0.2
35831,Dylan Arnette,tcu,2020,0.0,0.0,.013,-4.5
35832,Russell Barlow,tcu,2020,-1.4,0.0,.020,-7.3
35833,Anthonu Lucenti,tcu,2020,-22.0,0.0,-.343,-34.8
35834,Diante Smith,tcu,2020,1.8,-0.2,-.017,-5.4
35835,Kevin Samuel,tcu,2021,23.7,2.5,.150,5.1
35836,Mike Miles,tcu,2021,14.9,1.7,.082,1.2
35837,RJ Nembhard,tcu,2021,15.4,1.5,.070,1.0
35838,Chuck O'Bannon,tcu,2021,17.7,1.4,.123,4.0
35839,Jaedon Ledee,tcu,2021,19.5,1.3,.152,0.9
35840,Kevin Easley,tcu,2021,9.6,0.6,.050,-0.8
35841,Francisco Farabello,tcu,2021,13.1,0.6,.103,3.2
35842,Taryn Todd,tcu,2021,8.4,0.3,.030,-1.0
35843,PJ Fuller,tcu,2021,6.8,0.2,.015,-2.7
35844,Terren Frank,tcu,2021,7.9,0.1,.038,-0.9
35845,Eddie Lampkin,tcu,2021,12.9,0.1,.076,-0.6
35846,Mickey Pearson,tcu,2021,5.7,0.1,.021,-3.5
35847,Dylan Arnette,tcu,2021,0.0,0.0,-.007,-1.9
35848,Owen Aschieris,tcu,2021,-6.7,0.0,-.305,-17.0
35849,Harrison Young,tcu,2021,0.0,0.0,-.007,-1.9
35850,Diante Smith,tcu,2021,2.0,-0.1,-.107,-13.0
35851,Emanuel Miller,tcu,2022,18.1,3.5,.150,5.2
35852,Chuck O'Bannon,tcu,2022,17.7,3.3,.162,7.7
35853,Mike Miles,tcu,2022,15.1,3.2,.122,4.1
35854,Eddie Lampkin,tcu,2022,20.1,3.0,.167,6.2
35855,Damion Baugh,tcu,2022,13.8,2.3,.095,3.9
35856,Francisco Farabello,tcu,2022,11.8,2.0,.123,5.3
35857,Micah Peavy,tcu,2022,11.1,1.4,.080,1.7
35858,Xavier Cork,tcu,2022,14.2,1.3,.116,3.6
35859,JaKobe Coles,tcu,2022,13.6,0.8,.109,3.7
35860,Souleymane Doumbia,tcu,2022,9.0,0.2,.062,-1.1
35861,Maxwell Evans,tcu,2022,6.0,0.1,.027,-1.1
35862,Cole Despie,tcu,2022,-7.5,0.0,-.087,-12.3
35863,Darius Ford,tcu,2022,50.2,0.0,.322,24.1
35864,Shahada Wells,tcu,2022,0.8,0.0,-.027,-7.4
35865,Harrison Young,tcu,2022,-46.6,-0.1,-.595,-52.2
35866,Will Cummings,temple,2014,21.0,3.2,.130,4.2
35867,Dalton Pepper,temple,2014,18.5,3.1,.104,4.2
35868,Anthony Lee,temple,2014,19.5,2.2,.102,-0.1
35869,Quenton DeCosey,temple,2014,15.0,1.8,.064,1.5
35870,Devontae Watson,temple,2014,12.2,0.6,.057,-0.6
35871,Daniel Dingle,temple,2014,15.4,0.4,.084,2.2
35872,Mark Williams,temple,2014,8.6,0.2,.018,-3.4
35873,Jimmy McDonnell,temple,2014,4.8,0.1,.016,-4.2
35874,Nick Pendergast,temple,2014,14.6,0.1,.093,-1.6
35875,Josh Brown,temple,2014,5.9,-0.1,-.007,-2.0
35876,Will Cummings,temple,2015,21.4,5.6,.184,6.5
35877,Quenton DeCosey,temple,2015,16.2,3.5,.126,3.5
35878,Jaylen Bond,temple,2015,17.8,3.4,.143,3.2
35879,Jesse Morgan,temple,2015,16.9,2.8,.141,5.7
35880,Josh Brown,temple,2015,14.4,2.7,.133,2.8
35881,Obi Enechionyia,temple,2015,16.4,2.4,.152,3.2
35882,Devontae Watson,temple,2015,12.1,1.4,.111,-0.4
35883,Daniel Dingle,temple,2015,8.3,0.9,.063,-0.9
35884,Devin Coleman,temple,2015,12.6,0.7,.087,1.6
35885,Mark Williams,temple,2015,7.6,0.5,.050,-2.9
35886,Mike Robbins,temple,2015,24.0,0.1,.200,10.8
35887,Chima Nwakpuda,temple,2015,14.3,0.0,.078,-1.0
35888,Jimmy McDonnell,temple,2015,-1.4,-0.1,-.057,-6.2
35889,Nick Pendergast,temple,2015,-7.6,-0.1,-.138,-14.7
35890,Quenton DeCosey,temple,2016,19.5,3.9,.138,6.1
35891,Josh Brown,temple,2016,14.4,3.4,.114,3.6
35892,Jaylen Bond,temple,2016,18.0,2.6,.114,2.2
35893,Obi Enechionyia,temple,2016,16.6,2.4,.120,3.8
35894,Devin Coleman,temple,2016,12.6,1.8,.086,2.0
35895,Daniel Dingle,temple,2016,8.7,0.9,.054,-0.5
35896,Trey Lowe,temple,2016,15.7,0.9,.101,2.6
35897,Mark Williams,temple,2016,14.0,0.7,.094,0.2
35898,Ernest Aflakpui,temple,2016,15.2,0.4,.127,0.7
35899,Shizz Alston,temple,2016,4.5,0.2,.022,-2.8
35900,Mike Robbins,temple,2016,9.7,0.0,-.025,0.9
35901,Devontae Watson,temple,2016,1.9,0.0,.028,-5.3
35902,Shizz Alston,temple,2017,17.6,3.7,.127,4.4
35903,Daniel Dingle,temple,2017,14.5,2.5,.087,2.4
35904,Obi Enechionyia,temple,2017,15.7,2.5,.094,2.3
35905,Alani Moore,temple,2017,12.3,1.9,.091,2.0
35906,Quinton Rose,temple,2017,17.1,1.9,.096,2.9
35907,Ernest Aflakpui,temple,2017,12.9,1.2,.089,-3.5
35908,Mark Williams,temple,2017,11.0,0.7,.052,-3.6
35909,Damion Moore,temple,2017,14.4,0.5,.083,-0.9
35910,Josh Brown,temple,2017,21.0,0.4,.167,8.4
35911,Mike Robbins,temple,2017,13.0,0.4,.122,1.6
35912,Steve Leonard,temple,2017,2.5,0.0,-.045,-7.5
35913,Ayan Nunez de Carvalho,temple,2017,-5.6,0.0,-.168,-9.3
35914,Isaiah Lewis,temple,2017,-16.4,-0.1,-.309,-23.6
35915,Shizz Alston,temple,2018,15.0,2.7,.098,2.9
35916,Obi Enechionyia,temple,2018,16.0,2.6,.110,3.7
35917,Quinton Rose,temple,2018,16.6,2.2,.082,2.9
35918,Josh Brown,temple,2018,12.3,2.1,.078,1.3
35919,Ernest Aflakpui,temple,2018,11.9,1.5,.094,-1.1
35920,Nate Pierre-Louis,temple,2018,20.1,1.5,.129,6.9
35921,J.P. Moorman,temple,2018,17.7,1.1,.142,3.9
35922,Damion Moore,temple,2018,16.7,0.6,.103,0.0
35923,De'Vondre Perry,temple,2018,9.6,0.6,.070,0.1
35924,Alani Moore,temple,2018,10.4,0.5,.054,2.2
35925,Justyn Hamilton,temple,2018,2.8,0.0,-.043,-0.8
35926,Steve Leonard,temple,2018,28.7,0.0,.152,15.4
35927,Ayan Nunez de Carvalho,temple,2018,-20.5,-0.1,-.333,-22.4
35928,Shizz Alston,temple,2019,21.1,4.8,.158,6.4
35929,Nate Pierre-Louis,temple,2019,17.1,3.6,.126,3.5
35930,J.P. Moorman,temple,2019,13.7,2.4,.125,3.8
35931,Ernest Aflakpui,temple,2019,16.1,2.2,.138,0.7
35932,Quinton Rose,temple,2019,15.3,2.2,.077,1.2
35933,De'Vondre Perry,temple,2019,9.7,1.2,.077,0.9
35934,Damion Moore,temple,2019,18.9,1.1,.166,3.4
35935,Justyn Hamilton,temple,2019,14.1,1.0,.113,-0.4
35936,Alani Moore,temple,2019,10.5,1.0,.079,0.4
35937,Quentin Jackson,temple,2019,-0.4,0.0,-.032,-4.9
35938,Anto Keshgegian,temple,2019,0.0,0.0,.014,-6.3
35939,Tim Waddington,temple,2019,54.0,0.0,.654,25.7
35940,Jasen West,temple,2019,-8.2,0.0,.025,-16.5
35941,Quinton Rose,temple,2020,19.0,3.3,.126,6.3
35942,Nate Pierre-Louis,temple,2020,17.0,3.2,.127,4.9
35943,Alani Moore,temple,2020,11.8,2.5,.101,2.6
35944,J.P. Moorman,temple,2020,9.3,1.5,.078,0.7
35945,De'Vondre Perry,temple,2020,15.3,1.4,.129,4.2
35946,Monty Scott,temple,2020,10.8,1.0,.066,-0.5
35947,Jake Forrester,temple,2020,13.1,0.8,.074,-2.5
35948,Josh Pierre-Louis,temple,2020,9.7,0.5,.055,-0.8
35949,Justyn Hamilton,temple,2020,10.6,0.4,.064,-1.8
35950,Arashma Parks,temple,2020,9.1,0.4,.070,-6.0
35951,Damion Moore,temple,2020,12.0,0.3,.070,-1.9
35952,Anto Keshgegian,temple,2020,48.8,0.0,.332,8.2
35953,Tim Waddington,temple,2020,-9.1,0.0,-.206,-26.3
35954,Jasen West,temple,2020,0.0,0.0,-.144,3.8
35955,Damian Dunn,temple,2020,-6.7,-0.1,-.164,-9.3
35956,Jeremiah Williams,temple,2021,13.8,1.3,.098,2.8
35957,Brendan Barry,temple,2021,11.6,1.1,.103,3.1
35958,J.P. Moorman,temple,2021,12.0,1.0,.093,2.7
35959,Jake Forrester,temple,2021,16.1,0.9,.110,-1.0
35960,De'Vondre Perry,temple,2021,13.4,0.9,.090,3.0
35961,Khalif Battle,temple,2021,13.2,0.6,.073,0.2
35962,Damian Dunn,temple,2021,12.7,0.6,.064,-1.4
35963,Nick Jourdain,temple,2021,13.3,0.4,.101,2.6
35964,Quincy Ademokoya,temple,2021,6.0,0.1,.021,-1.0
35965,Sage Tolbert,temple,2021,3.5,0.0,-.038,-5.3
35966,Tai Strickland,temple,2021,2.1,-0.1,-.034,-5.0
35967,Arashma Parks,temple,2021,-8.4,-0.2,-.150,-14.8
35968,Damian Dunn,temple,2022,16.1,2.2,.109,1.4
35969,Zach Hicks,temple,2022,16.3,2.1,.140,5.4
35970,Nick Jourdain,temple,2022,14.8,1.8,.104,1.3
35971,Jeremiah Williams,temple,2022,15.0,1.7,.097,2.7
35972,Jahlil White,temple,2022,12.3,1.4,.076,0.8
35973,Sage Tolbert,temple,2022,13.3,1.3,.110,2.1
35974,Tai Strickland,temple,2022,13.5,1.2,.094,2.3
35975,Khalif Battle,temple,2022,26.0,1.1,.203,8.4
35976,Jake Forrester,temple,2022,17.0,0.7,.118,-0.8
35977,Hysier Miller,temple,2022,9.4,0.7,.064,-0.6
35978,Arashma Parks,temple,2022,5.0,0.2,.047,-5.1
35979,Colin Daly,temple,2022,22.9,0.1,.167,9.2
35980,Emmanuel Okpomo,temple,2022,10.2,0.1,.090,-4.6
35981,Ryan Sayers,temple,2022,-3.1,0.0,-.092,-13.7
35982,Quincy Ademokoya,temple,2022,-2.4,-0.2,-.047,-11.2
35983,Jarnell Stokes,tennessee,2014,27.6,6.8,.227,9.5
35984,Jordan McRae,tennessee,2014,24.0,6.2,.210,10.5
35985,Jeronne Maymon,tennessee,2014,19.9,4.5,.171,4.8
35986,Josh Richardson,tennessee,2014,16.3,4.4,.155,6.3
35987,Antonio Barton,tennessee,2014,12.3,2.8,.122,3.6
35988,Darius Thompson,tennessee,2014,12.2,1.8,.114,3.8
35989,Armani Moore,tennessee,2014,16.2,1.7,.158,7.2
35990,Derek Reese,tennessee,2014,11.5,0.8,.117,2.0
35991,A.J. Davis,tennessee,2014,5.8,0.4,.065,-0.4
35992,D'Montre Edwards,tennessee,2014,19.0,0.3,.190,2.8
35993,Robert Hubbs,tennessee,2014,6.5,0.3,.054,-3.4
35994,Galen Campbell,tennessee,2014,16.1,0.1,.188,-0.4
35995,Rawane Ndiaye,tennessee,2014,10.2,0.1,.046,-8.8
35996,Quinton Chievous,tennessee,2014,-0.1,0.0,.033,-7.7
35997,Brandon Lopez,tennessee,2014,-3.6,0.0,-.041,-4.2
35998,Josh Richardson,tennessee,2015,22.9,4.6,.159,8.3
35999,Armani Moore,tennessee,2015,19.4,2.6,.105,4.4
