,name,team,year,PER,WS,WS40,BPM
22812,Jared Ravenscraft,morehead-state,2014,-10.3,-0.1,-.209,0.1
22813,Angelo Warner,morehead-state,2015,21.6,4.1,.178,4.3
22814,Brent Arrington,morehead-state,2015,18.6,3.6,.149,4.0
22815,Karam Mashour,morehead-state,2015,23.4,3.4,.183,2.3
22816,Corban Collins,morehead-state,2015,13.1,2.2,.105,-0.8
22817,Kareem Storey,morehead-state,2015,12.2,2.1,.092,-1.4
22818,Billy Reader,morehead-state,2015,15.7,2.0,.112,-1.2
22819,Anthony Elechi,morehead-state,2015,14.0,1.0,.120,-6.1
22820,Lyonell Gaines,morehead-state,2015,15.7,1.0,.132,0.3
22821,Miguel Dicent,morehead-state,2015,6.2,0.7,.056,-6.7
22822,Marquel Willis,morehead-state,2015,13.3,0.7,.116,-4.1
22823,Chad Donley,morehead-state,2015,8.6,0.2,.081,-0.9
22824,Marcus Fuggins,morehead-state,2015,5.9,0.2,.027,-7.3
22825,Jared Ravenscraft,morehead-state,2015,31.2,0.2,.273,14.0
22826,Jalen Courtney,morehead-state,2015,7.6,0.0,.046,-10.3
22827,Xavier Moon,morehead-state,2016,18.2,3.6,.158,3.7
22828,Corban Collins,morehead-state,2016,16.2,3.0,.140,3.3
22829,Anthony Elechi,morehead-state,2016,20.4,3.0,.166,-1.0
22830,Brent Arrington,morehead-state,2016,13.6,2.4,.091,0.5
22831,Lyonell Gaines,morehead-state,2016,17.6,2.3,.133,0.9
22832,DeJuan Marrero,morehead-state,2016,16.7,2.2,.099,-0.2
22833,Miguel Dicent,morehead-state,2016,14.5,1.9,.125,0.6
22834,Treshaad Williams,morehead-state,2016,17.2,1.3,.148,-0.3
22835,Lamontray Harris,morehead-state,2016,13.0,0.8,.099,-1.2
22836,Ronnye Beamon,morehead-state,2016,8.7,0.7,.070,-3.0
22837,Malik Maitland,morehead-state,2016,12.3,0.7,.061,-2.4
22838,Ty'Quan Bitting,morehead-state,2016,11.1,0.3,.077,-6.5
22839,Jared Ravenscraft,morehead-state,2016,44.5,0.3,.393,15.8
22840,Wes Noble,morehead-state,2016,12.8,0.1,.081,-24.9
22841,Xavier Moon,morehead-state,2017,19.3,3.9,.148,3.6
22842,Treshaad Williams,morehead-state,2017,21.1,2.6,.169,0.4
22843,Miguel Dicent,morehead-state,2017,12.5,1.9,.080,-0.9
22844,Jordan Walker,morehead-state,2017,16.8,1.9,.142,0.8
22845,Lamontray Harris,morehead-state,2017,17.4,1.4,.098,-3.4
22846,DeJuan Marrero,morehead-state,2017,15.5,1.4,.068,-5.0
22847,Ronnye Beamon,morehead-state,2017,10.2,1.3,.072,-2.5
22848,Ty'Quan Bitting,morehead-state,2017,21.0,0.8,.124,-1.8
22849,Malik Maitland,morehead-state,2017,14.0,0.5,.081,-4.2
22850,Soufiyane Diakite,morehead-state,2017,34.5,0.3,.244,11.1
22851,Djimon Henson,morehead-state,2017,10.6,0.2,.053,-4.0
22852,Keion Alexander,morehead-state,2017,9.7,0.1,.042,-6.0
22853,Alonzo Chatman,morehead-state,2017,15.7,0.1,.119,2.6
22854,Wes Noble,morehead-state,2017,25.5,0.1,.156,-25.0
22855,A.J. Hicks,morehead-state,2018,15.4,1.9,.086,-0.5
22856,Lamontray Harris,morehead-state,2018,18.2,1.6,.109,-1.9
22857,Londell King,morehead-state,2018,21.0,1.6,.126,-1.0
22858,Jordan Walker,morehead-state,2018,12.4,1.6,.069,-3.2
22859,Malek Green,morehead-state,2018,12.2,1.2,.074,-3.7
22860,Djimon Henson,morehead-state,2018,10.1,1.1,.055,-4.1
22861,DeVon Cooper,morehead-state,2018,9.3,0.7,.046,-3.9
22862,James Baker,morehead-state,2018,11.7,0.4,.079,-2.4
22863,Alonzo Chatman,morehead-state,2018,4.4,0.1,.009,-9.2
22864,Trell Thompson,morehead-state,2018,8.9,0.1,.027,-3.9
22865,Richard Feagin,morehead-state,2018,6.1,0.0,.013,-4.8
22866,Cedric Wright,morehead-state,2018,9.0,0.0,.043,-14.6
22867,Austin Crawford,morehead-state,2018,-7.0,-0.1,-.148,-3.6
22868,Jordan Walker,morehead-state,2019,17.3,2.8,.103,-0.6
22869,Lamontray Harris,morehead-state,2019,22.6,2.7,.136,0.9
22870,Malek Green,morehead-state,2019,17.7,2.0,.113,-1.0
22871,A.J. Hicks,morehead-state,2019,14.9,1.8,.065,-1.8
22872,James Baker,morehead-state,2019,13.5,1.6,.078,-1.3
22873,DeVon Cooper,morehead-state,2019,10.7,1.1,.048,-3.9
22874,Ja'Cori Wilson,morehead-state,2019,11.5,0.4,.065,-5.9
22875,Djimon Henson,morehead-state,2019,7.2,0.3,.021,-6.0
22876,Malik Riddle,morehead-state,2019,10.5,0.3,.043,-4.6
22877,Sasha Sukhanov,morehead-state,2019,17.8,0.2,.100,4.7
22878,Richard Feagin,morehead-state,2019,11.6,0.1,.059,-10.8
22879,Ta'Lon Cooper,morehead-state,2020,18.0,2.5,.143,-0.4
22880,Tyzhaun Claude,morehead-state,2020,21.9,2.4,.145,-0.8
22881,Djimon Henson,morehead-state,2020,16.1,2.3,.112,-1.8
22882,Justin Thomas,morehead-state,2020,14.5,2.1,.087,-3.5
22883,Jordan Walker,morehead-state,2020,12.6,1.8,.072,-3.6
22884,James Baker,morehead-state,2020,13.3,1.5,.071,-3.9
22885,LJ Bryan,morehead-state,2020,14.7,1.3,.111,-3.8
22886,Malik Riddle,morehead-state,2020,11.5,0.9,.060,-5.5
22887,Julius Dixon,morehead-state,2020,10.8,0.3,.054,-6.8
22888,Jaden Stanley-Williams,morehead-state,2020,9.3,0.2,.030,-9.1
22889,DeVon Cooper,morehead-state,2020,-3.2,-0.1,-.094,-13.4
22890,Johni Broome,morehead-state,2021,29.2,4.4,.226,4.2
22891,DeVon Cooper,morehead-state,2021,15.7,3.5,.143,1.3
22892,Skyelar Potter,morehead-state,2021,16.0,3.5,.151,0.9
22893,Ta'Lon Cooper,morehead-state,2021,12.7,2.6,.115,0.2
22894,James Baker,morehead-state,2021,11.5,2.1,.100,-2.2
22895,KJ Hunt,morehead-state,2021,11.5,1.7,.092,-1.9
22896,LJ Bryan,morehead-state,2021,12.3,1.0,.112,-1.3
22897,Jaylen Sebree,morehead-state,2021,9.3,0.4,.054,-0.4
22898,Julius Dixon,morehead-state,2021,8.5,0.3,.065,-4.3
22899,Marcus Garrett,morehead-state,2021,8.1,0.2,.078,-4.0
22900,Jaden Stanley-Williams,morehead-state,2021,12.3,0.2,.112,-1.7
22901,Jacob Rice,morehead-state,2021,7.0,0.0,.063,0.0
22902,Drew Thelwell,morehead-state,2021,4.2,0.0,.010,-9.2
22903,Johni Broome,morehead-state,2022,32.6,5.6,.232,7.4
22904,Ta'Lon Cooper,morehead-state,2022,15.2,4.0,.140,2.2
22905,Skyelar Potter,morehead-state,2022,14.8,3.4,.139,-0.4
22906,Jake Wolfe,morehead-state,2022,11.4,2.4,.113,-0.6
22907,Jaylon Hall,morehead-state,2022,14.1,2.2,.142,0.7
22908,Tray Hollowell,morehead-state,2022,11.6,2.2,.095,-1.0
22909,Jaylen Sebree,morehead-state,2022,14.5,1.5,.119,-1.1
22910,LJ Bryan,morehead-state,2022,16.2,1.3,.149,-3.6
22911,Drew Thelwell,morehead-state,2022,8.6,0.5,.060,-6.0
22912,Tucson Redding,morehead-state,2022,12.6,0.2,.111,-8.4
22913,Tyzhaun Claude,morehead-state,2022,17.9,0.1,.083,-6.2
22914,Braden May,morehead-state,2022,-14.7,-0.2,-.253,-18.8
22915,Ian Chiles,morgan-state,2014,26.9,4.2,.189,4.9
22916,Justin Black,morgan-state,2014,20.4,3.5,.132,2.8
22917,Anthony Hubbard,morgan-state,2014,16.9,2.6,.116,-0.1
22918,Cedric Blossom,morgan-state,2014,13.5,1.9,.102,-3.0
22919,Shaquille Duncan,morgan-state,2014,11.7,0.8,.067,-4.3
22920,Blake Bozeman,morgan-state,2014,4.7,0.6,.025,-6.0
22921,Donte Pretlow,morgan-state,2014,6.4,0.5,.029,-4.8
22922,Thair Heath,morgan-state,2014,14.1,0.3,.092,-2.2
22923,Rasean Simpson,morgan-state,2014,11.2,0.2,.088,-0.7
22924,Kyle Thomas,morgan-state,2014,7.3,0.1,.051,-2.9
22925,Torin Childs-Harris,morgan-state,2014,2.7,0.0,-.024,-8.5
22926,Hassante Manning,morgan-state,2014,2.5,0.0,.033,-7.4
22927,Willis Turnipseed,morgan-state,2014,31.0,0.0,.144,6.9
22928,Emmanuel Matey,morgan-state,2014,-1.4,-0.3,-.063,-11.3
22929,Cedric Blossom,morgan-state,2015,18.6,2.8,.103,-1.4
22930,Zech Smith,morgan-state,2015,17.0,1.5,.093,-2.5
22931,Blake Bozeman,morgan-state,2015,10.6,1.2,.045,-3.7
22932,Andrew Hampton,morgan-state,2015,19.4,0.8,.149,3.3
22933,Torin Childs-Harris,morgan-state,2015,9.8,0.3,.031,-6.3
22934,Cliff Cornish,morgan-state,2015,9.3,0.3,.029,-8.2
22935,Jamar Redmond,morgan-state,2015,9.0,0.2,.027,-5.1
22936,Rasean Simpson,morgan-state,2015,11.2,0.2,.020,-5.3
22937,Emmanuel Matey,morgan-state,2015,9.2,0.1,.015,-7.3
22938,Kyle Thomas,morgan-state,2015,9.9,0.1,.011,-7.3
22939,Christopher Brown,morgan-state,2015,6.2,0.0,.051,-9.7
22940,Jeremiah Curtis,morgan-state,2015,0.3,0.0,-.019,-12.5
22941,Jordan Omogbehin,morgan-state,2015,4.0,0.0,-.058,-13.6
22942,Anthony Vernon,morgan-state,2015,-18.0,0.0,-.254,-18.5
22943,Conrad Chambers,morgan-state,2015,1.9,-0.1,-.086,-11.0
22944,Clive Vaughan,morgan-state,2015,2.3,-0.2,-.066,-8.3
22945,Donte Pretlow,morgan-state,2015,5.4,-0.8,-.041,-8.5
22946,Cedric Blossom,morgan-state,2016,18.6,2.7,.125,-1.0
22947,Rasean Simpson,morgan-state,2016,17.7,2.6,.129,-1.0
22948,Phillip Carr,morgan-state,2016,15.4,2.4,.103,-1.5
22949,Andre Horne,morgan-state,2016,14.0,1.4,.093,-2.3
22950,Donte Pretlow,morgan-state,2016,10.4,1.0,.045,-4.8
22951,Tyler Streeter,morgan-state,2016,17.2,0.6,.135,-3.0
22952,Kyle Thomas,morgan-state,2016,9.7,0.6,.041,-5.1
22953,Clive Vaughan,morgan-state,2016,8.6,0.4,.043,-6.1
22954,Andrew Hampton,morgan-state,2016,9.2,0.1,.094,-4.1
22955,Anthony Tate,morgan-state,2016,5.9,0.0,.090,-2.5
22956,Antonio Gillespie,morgan-state,2016,4.4,-0.1,-.010,-8.5
22957,Martez Cameron,morgan-state,2016,3.7,-0.2,-.012,-8.2
22958,Jamar Redmond,morgan-state,2016,-4.8,-0.2,-.058,-13.0
22959,Phillip Carr,morgan-state,2017,20.3,3.5,.153,0.3
22960,Tiwian Kendley,morgan-state,2017,18.5,2.0,.109,-1.0
22961,Antonio Gillespie,morgan-state,2017,9.6,1.4,.103,-3.5
22962,Kyle Thomas,morgan-state,2017,10.6,1.3,.067,-4.6
22963,Alex Ennis,morgan-state,2017,9.6,1.0,.078,-5.1
22964,Martez Cameron,morgan-state,2017,7.2,0.7,.032,-8.5
22965,David Syfax,morgan-state,2017,9.3,0.6,.043,-7.1
22966,Azariah Sykes,morgan-state,2017,7.8,0.6,.099,-6.3
22967,Isiah Graves,morgan-state,2017,10.4,0.5,.062,-4.0
22968,Tyjhai Byers,morgan-state,2017,9.5,0.4,.085,-4.4
22969,Tyler Streeter,morgan-state,2017,17.0,0.4,.129,-2.4
22970,Clive Vaughan,morgan-state,2017,0.0,0.0,.024,-7.8
22971,Stanley Davis,morgan-state,2017,3.9,-0.2,-.037,-9.3
22972,Phillip Carr,morgan-state,2018,18.3,3.2,.127,-2.6
22973,Tiwian Kendley,morgan-state,2018,27.3,3.1,.179,3.4
22974,Lapri McCray-Pace,morgan-state,2018,13.8,1.1,.097,-3.6
22975,David Syfax,morgan-state,2018,12.1,1.0,.075,-5.6
22976,Stanley Davis,morgan-state,2018,10.8,0.8,.049,-6.6
22977,Antonio Gillespie,morgan-state,2018,8.3,0.8,.075,-5.3
22978,Azariah Sykes,morgan-state,2018,7.4,0.8,.075,-6.9
22979,Martez Cameron,morgan-state,2018,9.3,0.7,.029,-6.9
22980,Kyson Rawls,morgan-state,2018,16.9,0.7,.128,1.5
22981,Tyler Streeter,morgan-state,2018,22.6,0.3,.125,-5.9
22982,Tyjhai Byers,morgan-state,2018,11.8,0.2,.079,-3.1
22983,Alex Ennis,morgan-state,2018,5.6,0.2,.037,-8.1
22984,Khalil Gracey,morgan-state,2018,10.7,0.2,.051,-7.0
22985,Elijah Staley,morgan-state,2018,9.3,0.2,.047,-7.1
22986,Stanley Davis,morgan-state,2019,18.6,2.0,.108,-2.4
22987,Kyson Rawls,morgan-state,2019,11.9,1.3,.087,-3.4
22988,David Syfax,morgan-state,2019,12.9,1.2,.076,-5.2
22989,Martez Cameron,morgan-state,2019,8.5,0.9,.040,-6.4
22990,Sherwyn Devonish-Prince,morgan-state,2019,9.8,0.9,.043,-6.1
22991,Malik Miller,morgan-state,2019,15.6,0.9,.083,-3.0
22992,Tyler Streeter,morgan-state,2019,17.9,0.8,.131,1.0
22993,Lapri McCray-Pace,morgan-state,2019,15.8,0.7,.112,-2.4
22994,Isaiah Burke,morgan-state,2019,12.8,0.6,.073,-2.2
22995,Victor Curry,morgan-state,2019,12.4,0.5,.081,-5.1
22996,Jordan Little,morgan-state,2019,10.7,0.5,.060,-8.9
22997,Antonio Gillespie,morgan-state,2019,4.8,0.2,.023,-7.0
22998,Ranell Bell,morgan-state,2019,33.8,0.0,.267,21.4
22999,Taron Oliver,morgan-state,2019,-2.6,0.0,-.079,-13.2
23000,Stanley Davis,morgan-state,2020,17.7,2.9,.128,-2.6
23001,Malik Miller,morgan-state,2020,18.1,2.4,.143,-0.5
23002,Troy Baxter,morgan-state,2020,15.6,2.3,.116,-1.4
23003,David Syfax,morgan-state,2020,14.5,1.7,.104,-2.8
23004,Sherwyn Devonish-Prince,morgan-state,2020,9.7,1.5,.062,-5.1
23005,Isaiah Burke,morgan-state,2020,10.5,1.4,.075,-4.0
23006,Lagio Grantsaan,morgan-state,2020,11.3,1.1,.095,-4.7
23007,Kyson Rawls,morgan-state,2020,8.7,0.7,.072,-6.0
23008,Jamar Brown,morgan-state,2020,10.9,0.2,.034,-9.3
23009,Victor Okafor,morgan-state,2020,6.6,0.2,.060,-5.8
23010,Peter Sorber,morgan-state,2020,8.5,0.2,.051,-11.3
23011,Tahj-Malik Campbell,morgan-state,2020,7.4,0.1,.039,-5.4
23012,Victor Curry,morgan-state,2020,,0.0,,0.0
23013,Lapri McCray-Pace,morgan-state,2020,7.1,0.0,.035,-2.2
23014,Taron Oliver,morgan-state,2020,-14.9,0.0,-.190,-5.0
23015,Thai're Vance,morgan-state,2020,11.8,0.0,.121,-9.6
23016,Cameron Shaw,morgan-state,2020,-8.2,-0.1,-.129,-14.1
23017,De'Torrion Ware,morgan-state,2021,26.6,3.2,.235,4.3
23018,Malik Miller,morgan-state,2021,20.4,2.7,.168,1.2
23019,Troy Baxter,morgan-state,2021,19.1,2.3,.155,0.3
23020,Lagio Grantsaan,morgan-state,2021,16.4,2.2,.154,-1.6
23021,Sherwyn Devonish-Prince,morgan-state,2021,12.2,1.8,.110,-1.8
23022,Trevor Moore,morgan-state,2021,10.4,1.3,.097,-2.7
23023,Tahj-Malik Campbell,morgan-state,2021,11.1,0.5,.103,-2.4
23024,Moel Camara,morgan-state,2021,5.5,0.2,.042,-4.7
23025,Sharone Wright Jr,morgan-state,2021,8.3,0.2,.048,-9.7
23026,Isaiah Burke,morgan-state,2021,8.0,0.1,.089,-1.9
23027,Naseem Khaalid,morgan-state,2021,10.3,0.1,.124,-4.5
23028,Thai're Vance,morgan-state,2021,31.7,0.1,.386,-4.9
23029,Elijah Bowens,morgan-state,2021,1.1,0.0,.043,-6.7
23030,Victor Okafor,morgan-state,2021,1.8,0.0,.008,-6.1
23031,Peter Sorber,morgan-state,2021,1.5,0.0,.021,-12.5
23032,Chad Venning,morgan-state,2021,4.9,0.0,-.013,-12.6
23033,Jamar Brown,morgan-state,2021,-27.2,-0.1,-.488,-44.9
23034,Troy Holston,morgan-state,2021,-6.9,-0.1,-.068,-4.5
23035,Malik Miller,morgan-state,2022,21.5,2.4,.174,2.1
23036,Lagio Grantsaan,morgan-state,2022,16.0,2.3,.129,-2.2
23037,Isaiah Burke,morgan-state,2022,14.7,1.9,.127,-0.7
23038,Keith McGee,morgan-state,2022,15.2,1.7,.132,-2.1
23039,De'Torrion Ware,morgan-state,2022,12.6,1.5,.092,-4.0
23040,Sherwyn Devonish-Prince,morgan-state,2022,8.9,1.4,.078,-6.6
23041,Chad Venning,morgan-state,2022,17.0,0.9,.102,-3.7
23042,Trevor Moore,morgan-state,2022,7.8,0.8,.066,-7.1
23043,Ty Horner,morgan-state,2022,16.3,0.7,.154,-3.5
23044,Seventh Woods,morgan-state,2022,8.5,0.6,.065,-6.7
23045,Will Thomas,morgan-state,2022,13.0,0.4,.106,-4.2
23046,Collin Nnamene,morgan-state,2022,10.0,0.3,.080,-8.6
23047,Elijah Bowens,morgan-state,2022,9.1,0.2,.088,-8.4
23048,Myles Douglas,morgan-state,2022,9.8,0.1,.058,-7.9
23049,Thai're Vance,morgan-state,2022,24.7,0.1,.187,-3.5
23050,Julian Norfleet,mount-st-marys,2014,21.7,3.6,.132,1.4
23051,Rashad Whack,mount-st-marys,2014,19.8,3.2,.116,1.1
23052,Taylor Danaher,mount-st-marys,2014,16.3,2.2,.110,-1.9
23053,Sam Prescott,mount-st-marys,2014,14.3,1.9,.075,-2.0
23054,Gregory Graves,mount-st-marys,2014,15.7,1.8,.100,-3.1
23055,Byron Ashe,mount-st-marys,2014,11.2,1.2,.068,-2.9
23056,Will Miller,mount-st-marys,2014,12.2,1.0,.080,-1.7
23057,Kristijan Krajina,mount-st-marys,2014,15.6,0.3,.107,-2.7
23058,Aaron Brown,mount-st-marys,2014,8.3,0.0,-.006,-8.0
23059,Maalik Howard,mount-st-marys,2014,-0.7,0.0,-.017,-7.7
23060,Will Lyle,mount-st-marys,2014,9.6,0.0,.058,-7.3
23061,Khalid Nwandu,mount-st-marys,2014,5.1,0.0,-.003,-7.1
23062,Liam McManimon,mount-st-marys,2014,2.2,-0.1,-.046,-7.9
23063,Gregory Graves,mount-st-marys,2015,18.8,2.7,.134,0.6
23064,Byron Ashe,mount-st-marys,2015,19.4,2.4,.133,2.8
23065,Taylor Danaher,mount-st-marys,2015,15.9,1.8,.126,-0.5
23066,Will Miller,mount-st-marys,2015,13.3,1.5,.112,1.0
23067,Junior Robinson,mount-st-marys,2015,12.9,1.4,.076,-2.8
23068,Kristijan Krajina,mount-st-marys,2015,12.3,1.0,.063,-5.4
23069,Chris Martin,mount-st-marys,2015,11.0,0.8,.060,-3.2
23070,Andy Smeathers,mount-st-marys,2015,13.2,0.6,.074,-1.3
23071,Khalid Nwandu,mount-st-marys,2015,10.1,0.5,.037,-5.2
23072,Chris Wray,mount-st-marys,2015,16.3,0.4,.126,1.4
23073,Charles Glover,mount-st-marys,2015,3.3,0.2,.016,-7.9
23074,Mawdo Sallah,mount-st-marys,2015,9.4,0.2,.064,-3.9
23075,Maalik Howard,mount-st-marys,2015,11.7,0.1,.124,-1.1
23076,Aaron Brown,mount-st-marys,2015,6.0,0.0,-.014,-7.3
23077,Liam McManimon,mount-st-marys,2015,17.2,0.0,.074,2.6
23078,Byron Ashe,mount-st-marys,2016,15.9,2.7,.105,-0.2
23079,Junior Robinson,mount-st-marys,2016,14.1,2.1,.087,-2.3
23080,Taylor Danaher,mount-st-marys,2016,17.4,2.0,.130,-3.5
23081,Gregory Graves,mount-st-marys,2016,13.3,1.9,.083,-3.8
23082,Chris Wray,mount-st-marys,2016,21.6,1.9,.147,0.9
23083,Charles Glover,mount-st-marys,2016,8.2,1.3,.069,-4.4
23084,Will Miller,mount-st-marys,2016,8.5,1.2,.075,-2.8
23085,Khalid Nwandu,mount-st-marys,2016,10.6,0.9,.082,-3.6
23086,Elijah Mitrou-Long,mount-st-marys,2016,8.3,0.6,.034,-5.0
23087,Troy Henderson,mount-st-marys,2016,0.7,0.0,.008,-8.3
23088,Chris Manning,mount-st-marys,2016,-0.7,0.0,.023,-6.4
23089,Liam McManimon,mount-st-marys,2016,1.1,0.0,-.014,-10.0
23090,Elijah Mitrou-Long,mount-st-marys,2017,16.8,3.3,.107,0.1
23091,Junior Robinson,mount-st-marys,2017,14.9,3.2,.106,-0.8
23092,Chris Wray,mount-st-marys,2017,16.6,3.1,.118,2.6
23093,Miles Wilson,mount-st-marys,2017,14.4,2.4,.094,-1.2
23094,Greg Alexander,mount-st-marys,2017,10.7,2.0,.087,-0.3
23095,Mawdo Sallah,mount-st-marys,2017,14.4,1.9,.102,-3.0
23096,Ryan Gomes,mount-st-marys,2017,12.8,0.5,.102,-4.5
23097,Will Miller,mount-st-marys,2017,6.0,0.4,.035,-3.4
23098,Khalid Nwandu,mount-st-marys,2017,5.5,0.3,.042,-5.5
23099,Charles Glover,mount-st-marys,2017,3.6,0.1,.027,-7.4
23100,Bryce Thurston,mount-st-marys,2017,10.8,0.1,.133,-3.8
23101,Sean Gurdon,mount-st-marys,2017,4.5,0.0,-.051,-0.4
23102,Randy Miller,mount-st-marys,2017,2.6,0.0,.002,-8.0
23103,Junior Robinson,mount-st-marys,2018,23.8,4.9,.168,0.2
23104,Chris Wray,mount-st-marys,2018,24.0,3.2,.169,4.0
23105,Greg Alexander,mount-st-marys,2018,15.7,2.4,.109,-1.3
23106,Jonah Antonio,mount-st-marys,2018,13.6,2.0,.076,-2.4
23107,Bobby Planutis,mount-st-marys,2018,11.2,1.6,.082,-3.2
23108,Donald Carey,mount-st-marys,2018,10.4,1.1,.042,-6.5
23109,Omar Habwe,mount-st-marys,2018,13.0,1.0,.110,-2.9
23110,Ryan Gomes,mount-st-marys,2018,15.0,0.7,.081,-6.4
23111,Ace Stallings,mount-st-marys,2018,8.6,0.1,.072,-6.8
23112,Odri Dedolli,mount-st-marys,2018,-14.7,0.0,-.313,-40.9
23113,Brandon Leftwich,mount-st-marys,2018,12.0,0.0,-.068,-16.6
23114,Damon'te Moore,mount-st-marys,2018,0.0,0.0,-.005,-10.5
23115,James West IV,mount-st-marys,2018,7.9,0.0,.031,-5.7
23116,Ross Young,mount-st-marys,2018,15.0,0.0,.151,-32.3
23117,Jack Vukelich,mount-st-marys,2018,-12.7,-0.1,-.226,-33.9
23118,Vado Morse,mount-st-marys,2019,17.0,2.3,.100,-1.8
23119,Malik Jefferson,mount-st-marys,2019,19.9,2.0,.125,-2.9
23120,Omar Habwe,mount-st-marys,2019,12.7,1.7,.078,-2.8
23121,Jalen Gibbs,mount-st-marys,2019,12.1,1.4,.054,-4.8
23122,Damian Chong-Qui,mount-st-marys,2019,10.0,1.1,.050,-5.4
23123,Nana Opoku,mount-st-marys,2019,9.9,0.7,.040,-3.9
23124,Dee Barnes,mount-st-marys,2019,9.7,0.4,.035,-3.6
23125,Collin Nnamene,mount-st-marys,2019,8.9,0.2,.028,-8.0
23126,Ace Stallings,mount-st-marys,2019,18.1,0.1,.089,-7.2
23127,Matt Brecht,mount-st-marys,2019,7.4,0.0,.011,-5.6
23128,Odri Dedolli,mount-st-marys,2019,19.8,0.0,.097,9.5
23129,Jalen Jefferson,mount-st-marys,2019,25.5,0.0,.197,-9.4
23130,Damon'te Moore,mount-st-marys,2019,-61.6,0.0,-1.012,-59.9
23131,Brandon Leftwich,mount-st-marys,2019,1.0,-0.1,-.155,-12.8
23132,Matt Poulsen,mount-st-marys,2019,2.6,-0.1,-.030,-12.4
23133,James West IV,mount-st-marys,2019,-0.5,-0.1,-.085,-9.8
23134,K.J. Scott,mount-st-marys,2019,4.4,-0.2,-.045,-7.7
23135,Damian Chong-Qui,mount-st-marys,2020,18.0,3.7,.137,0.0
23136,Nana Opoku,mount-st-marys,2020,17.1,2.6,.109,-1.2
23137,Malik Jefferson,mount-st-marys,2020,18.1,2.4,.112,-2.0
23138,Jalen Gibbs,mount-st-marys,2020,10.7,1.6,.063,-4.5
23139,Vado Morse,mount-st-marys,2020,11.6,1.4,.061,-3.8
23140,Omar Habwe,mount-st-marys,2020,12.7,1.0,.074,-2.9
23141,Brandon Leftwich,mount-st-marys,2020,12.4,0.5,.062,-3.5
23142,Jalen Jefferson,mount-st-marys,2020,16.4,0.4,.120,-3.4
23143,Collin Nnamene,mount-st-marys,2020,9.4,0.3,.054,-4.5
23144,Ayan Teel,mount-st-marys,2020,9.4,0.1,.043,-5.2
23145,Matt Brecht,mount-st-marys,2020,-5.3,0.0,-.156,-8.6
23146,Odri Dedolli,mount-st-marys,2020,-1.9,0.0,-.066,-8.6
23147,Dee Barnes,mount-st-marys,2020,-6.2,-0.2,-.115,-10.9
23148,Naim Miller,mount-st-marys,2020,1.5,-0.3,-.045,-9.4
23149,Damian Chong-Qui,mount-st-marys,2021,17.2,3.1,.145,-0.1
23150,Nana Opoku,mount-st-marys,2021,16.1,2.3,.117,-0.2
23151,Mezie Offurum,mount-st-marys,2021,14.7,2.1,.114,0.2
23152,Malik Jefferson,mount-st-marys,2021,17.2,1.8,.127,-3.6
23153,Deandre Thomas,mount-st-marys,2021,12.3,1.2,.119,-0.2
23154,Josh Reaves,mount-st-marys,2021,7.0,0.8,.053,-4.5
23155,Jalen Gibbs,mount-st-marys,2021,22.2,0.7,.207,5.2
23156,Frantisek Barton,mount-st-marys,2021,14.2,0.6,.117,-1.0
23157,Jalen Jefferson,mount-st-marys,2021,11.0,0.2,.110,-2.9
23158,Dakota Leffew,mount-st-marys,2021,6.6,0.2,.035,-4.2
23159,Odri Dedolli,mount-st-marys,2021,-20.6,0.0,-.305,-28.7
23160,Quinton Mincey,mount-st-marys,2021,-1.1,0.0,-.046,-6.0
23161,Winston Moore,mount-st-marys,2021,-50.0,0.0,-.726,-5.4
23162,Collin Nnamene,mount-st-marys,2021,-17.7,0.0,-.715,-41.8
23163,Naim Miller,mount-st-marys,2021,-2.4,-0.1,-.065,-10.3
23164,Nana Opoku,mount-st-marys,2022,20.6,3.4,.154,0.8
23165,Jalen Benjamin,mount-st-marys,2022,16.6,2.6,.120,-1.4
23166,Mezie Offurum,mount-st-marys,2022,15.9,2.5,.113,-1.3
23167,Malik Jefferson,mount-st-marys,2022,17.8,1.8,.122,-1.2
23168,Josh Reaves,mount-st-marys,2022,10.7,1.3,.084,-3.4
23169,DeAndre Thomas,mount-st-marys,2022,9.4,1.1,.066,-4.3
23170,Jaylin Gibson,mount-st-marys,2022,13.2,1.0,.111,-1.6
23171,Dakota Leffew,mount-st-marys,2022,9.6,0.9,.061,-3.5
23172,Frantisek Barton,mount-st-marys,2022,9.3,0.4,.056,-5.2
23173,Jedy Cordilia,mount-st-marys,2022,13.2,0.3,.088,-7.3
23174,Elijah Elliott,mount-st-marys,2022,12.0,0.1,.050,-6.6
23175,Bankeys Omari,mount-st-marys,2022,-6.4,0.0,-.067,-5.5
23176,Winston Moore,mount-st-marys,2022,-11.3,-0.1,-.232,-11.8
23177,Jarvis Williams,murray-state,2014,26.0,5.5,.199,3.3
23178,Cameron Payne,murray-state,2014,20.5,4.0,.145,2.9
23179,Jeffery Moss,murray-state,2014,15.2,3.7,.126,0.4
23180,Dexter Fields,murray-state,2014,13.6,2.9,.113,0.7
23181,Jonathan Fairell,murray-state,2014,17.4,2.3,.125,-1.1
23182,T.J. Sapp,murray-state,2014,18.6,2.3,.143,1.3
23183,Tyler Rambo,murray-state,2014,11.8,1.1,.081,-2.1
23184,C.J. Ford,murray-state,2014,7.2,0.4,.051,-6.2
